example,yor
gunicorn_pecan,python312Packages.pecan
pdoc,python312Packages.pdoc
pdfx,python312Packages.pdfx
pdfplumber,python311Packages.pdfplumber
pbs-install,python312Packages.pbs-installer
pcodedmp,python312Packages.pcodedmp
pcpp,python312Packages.pcpp
pdf2txt.py,pdfminer
pdf2txt,pdfminer
dumppdf.py,pdfminer
dumppdf,pdfminer
pdb2pqr30,pdb2pqr
inputgen,pdb2pqr
dx2cube,pdb2pqr
pdbfixer,python312Packages.pdbfixer
pbr,python312Packages.pbr
portpicker,python312Packages.pathos
pathos_connect,python312Packages.pathos
patiencediff,python312Packages.patiencediff
paster,python312Packages.pastescript
pw_migrate,python312Packages.peewee-migrate
pw-migrate,python312Packages.peewee-migrate
parquet,python311Packages.parquet
phonemize,phonemizer
phonopy-vasp-efe,python312Packages.phonopy
phonopy-vasp-born,python312Packages.phonopy
phonopy-tdplot,python312Packages.phonopy
phonopy-qha,python312Packages.phonopy
phonopy-propplot,python312Packages.phonopy
phonopy-pdosplot,python312Packages.phonopy
phonopy-load,python312Packages.phonopy
phonopy-gruneisenplot,python312Packages.phonopy
phonopy-gruneisen,python312Packages.phonopy
phonopy-crystal-born,python312Packages.phonopy
phonopy-calc-convert,python312Packages.phonopy
phonopy-bandplot,python312Packages.phonopy
phonopy,python312Packages.phonopy
pathy,python311Packages.pathy
parfive,python311Packages.parfive
panflute,python312Packages.panflute
panfl,python312Packages.panflute
validate_ipa.py,python312Packages.panphon
generate_ipa_all.py,python312Packages.panphon
align_wordlists.py,python312Packages.panphon
pwiz.py,python312Packages.peewee
papermill,python312Packages.papermill
pandoc-xnos,python312Packages.pandoc-xnos
ovmfvartool,python312Packages.ovmfvartool
oslo_run_pre_release_tests,python312Packages.oslotest
oslo_run_cross_tests,python312Packages.oslotest
oslo_debug_helper,python312Packages.oslotest
oscli,python312Packages.oscpy
osc,python312Packages.osc
optuna,python312Packages.optuna
opentelemetry-instrument,python312Packages.opentelemetry-instrumentation
opentelemetry-bootstrap,python312Packages.opentelemetry-instrumentation
osc-diagram,python311Packages.osc-diagram
openant,python311Packages.openant
onvif-cli,python312Packages.onvif-zeep
onnxruntime_test,python311Packages.onnxruntime
onkyo,python311Packages.onkyo-eiscp
openapi-spec-validator,python312Packages.openapi-spec-validator
omorfi-wikitable.py,python312Packages.omorfi
omorfi-vislcg.py,python312Packages.omorfi
omorfi-unimorph.py,python312Packages.omorfi
omorfi-tokenise.py,python312Packages.omorfi
omorfi-sigmorphons.py,python312Packages.omorfi
omorfi-segment.py,python312Packages.omorfi
omorfi-ftb3.py,python312Packages.omorfi
omorfi-freq-evals.py,python312Packages.omorfi
omorfi-factorise.py,python312Packages.omorfi
omorfi-download.py,python312Packages.omorfi
omorfi-disamparsulate.py,python312Packages.omorfi
omorfi-convert.py,python312Packages.omorfi
omorfi-conllu.py,python312Packages.omorfi
oj,online-judge-tools
rtfobj,oletools
pyxswf,python312Packages.oletools
olevba,oletools
oletimes,oletools
oleobj,oletools
olemeta,oletools
olemap,oletools
oleid,oletools
olefile,oletools
oledir,oletools
olebrowse,oletools
msodde,oletools
mraptor,oletools
ftguess,oletools
ezhexviewer,oletools
onetimepad,python312Packages.onetimepad
rackdiag,python312Packages.nwdiag
packetdiag,nwdiag
oj-api,python311Packages.online-judge-api-client
nvtake,nvchecker
nvcmp,nvchecker
nvchecker-notify,nvchecker
nvchecker-ini2toml,nvchecker
xml2odf,python312Packages.odfpy
odfuserfield,python312Packages.odfpy
odfoutline,python312Packages.odfpy
odfmeta,python312Packages.odfpy
odflint,python312Packages.odfpy
odfimgimport,python312Packages.odfpy
odf2xml,python312Packages.odfpy
odf2xhtml,python312Packages.odfpy
odf2mht,python312Packages.odfpy
mailodf,python312Packages.odfpy
csv2ods,python312Packages.odfpy
stl2bin,python312Packages.numpy-stl
stl2ascii,python312Packages.numpy-stl
stl,python312Packages.numpy-stl
validate-docstrings,python312Packages.numpydoc
f2py,python312Packages.numpy
num2words,python312Packages.num2words
numba,python312Packages.numba
nuitka3-run,python312Packages.nuitka
nuitka3,python312Packages.nuitka
notedown,python312Packages.notedown
notus-subscriber,notus-scanner
notus-scan-start,notus-scanner
tox-to-nox,python312Packages.nox
notifypy,python312Packages.notify-py
nose2,python312Packages.nose2
nodepy3.1,nodepy-runtime
nodepy3,nodepy-runtime
nodepy,nodepy-runtime
nodeenv,python312Packages.nodeenv
nkdfu,python312Packages.nkdfu
nix-prefetch-github-latest-release,nix-prefetch-github
nix-prefetch-github-directory,nix-prefetch-github
python-rewrite-imports,nixpkgs-pytools
python-package-init,nixpkgs-pytools
nltk,python312Packages.nltk
nipy_tsdiffana,python312Packages.nipy
nipy_diagnose,python312Packages.nipy
nipy_4dto3d,python312Packages.nipy
nipy_4d_realign,python312Packages.nipy
nipy_3dto4d,python312Packages.nipy
oca-port-pr,python312Packages.oca-port
oca-port,python312Packages.oca-port
nb-transform,python312Packages.nitransforms
parrec2nii,python312Packages.nibabel
nib-trk2tck,python312Packages.nibabel
nib-tck2trk,python312Packages.nibabel
nib-stats,python312Packages.nibabel
nib-roi,python312Packages.nibabel
nib-nifti-dx,python312Packages.nibabel
nib-ls,python312Packages.nibabel
nib-diff,python312Packages.nibabel
nib-dicomfs,python312Packages.nibabel
nib-convert,python312Packages.nibabel
nib-conform,python312Packages.nibabel
nnvg,python312Packages.nunavut
niaarm,python312Packages.niaarm
test_vertical_extents.py,python312Packages.nototools
subset_symbols.py,python312Packages.nototools
subset.py,python312Packages.nototools
scale.py,python312Packages.nototools
notodiff,python312Packages.nototools
notocoverage,python312Packages.nototools
noto_lint.py,python312Packages.nototools
merge_noto.py,python312Packages.nototools
merge_fonts.py,python312Packages.nototools
generate_sample_text.py,python312Packages.nototools
fix_noto_cjk_thin.py,python312Packages.nototools
fix_khmer_and_lao_coverage.py,python312Packages.nototools
dump_otl.py,python312Packages.nototools
drop_hints.py,python312Packages.nototools
decompose_ttc.py,python312Packages.nototools
create_image.py,python312Packages.nototools
autofix_for_release.py,python312Packages.nototools
add_vs_cmap.py,python312Packages.nototools
nomadnet,python312Packages.nomadnet
newversion,python312Packages.newversion
Netio,python312Packages.netio
netmiko-show,python312Packages.netmiko
netmiko-grep,python312Packages.netmiko
netmiko-cfg,python311Packages.netmiko
ontap-cli,python312Packages.netapp-ontap
netaddr,python312Packages.netaddr
ness-cli,python312Packages.nessclient
ndspy_lz10,python312Packages.ndspy
ndspy_codeCompression,python312Packages.ndspy
nipypecli,python312Packages.nipype
ndg_httpclient,python311Packages.ndg-httpsclient
nikola,python312Packages.nikola
serve-stdio,python312Packages.nclib
nibe-convert-csv,python312Packages.nibe
nibe-cli,python312Packages.nibe
nbt,python312Packages.nbtlib
nbexec,python312Packages.nbexec
navec-train,python311Packages.navec
nbdev_update_license,python311Packages.nbdev
nbdev_update,python311Packages.nbdev
nbdev_trust,python311Packages.nbdev
nbdev_test,python311Packages.nbdev
nbdev_sidebar,python311Packages.nbdev
nbdev_release_git,python311Packages.nbdev
nbdev_release_gh,python311Packages.nbdev
nbdev_release_both,python312Packages.nbdev
nbdev_readme,python311Packages.nbdev
nbdev_pypi,python311Packages.nbdev
nbdev_proc_nbs,python311Packages.nbdev
nbdev_preview,python311Packages.nbdev
nbdev_prepare,python311Packages.nbdev
nbdev_new,python311Packages.nbdev
nbdev_migrate,python312Packages.nbdev
nbdev_merge,python311Packages.nbdev
nbdev_install_quarto,python311Packages.nbdev
nbdev_install_hooks,python311Packages.nbdev
nbdev_install,python311Packages.nbdev
nbdev_help,python311Packages.nbdev
nbdev_fix,python311Packages.nbdev
nbdev_filter,python311Packages.nbdev
nbdev_export,python311Packages.nbdev
nbdev_docs,python311Packages.nbdev
nbdev_create_config,python311Packages.nbdev
nbdev_conda,python311Packages.nbdev
nbdev_clean,python311Packages.nbdev
nbdev_changelog,python311Packages.nbdev
nbdev_bump_version,python311Packages.nbdev
jupyter-trust,jupyter
nbshow,python312Packages.nbdime
nbmerge-web,python312Packages.nbdime
nbmerge,python311Packages.nbmerge
nbdime,python312Packages.nbdime
nbdiff-web,python312Packages.nbdime
nbdiff,python312Packages.nbdime
hg-nbmergeweb,python312Packages.nbdime
hg-nbmerge,python311Packages.nbdime
hg-nbdiffweb,python312Packages.nbdime
hg-nbdiff,python312Packages.nbdime
git-nbmergetool,python312Packages.nbdime
git-nbmergedriver,python312Packages.nbdime
git-nbdifftool,python311Packages.nbdime
git-nbdiffdriver,python312Packages.nbdime
dumpsig.py,python312Packages.nampa
optimum-cli,python312Packages.optimum
nameko,python312Packages.nameko
naked,python312Packages.naked
names,python312Packages.names
name-that-hash,python312Packages.name-that-hash
ncinfo,python311Packages.netcdf4
nc4tonc3,python311Packages.netcdf4
nc3tonc4,python311Packages.netcdf4
myst-inv,python312Packages.myst-inv
myst-docutils-xml,python312Packages.myst-docutils
myst-docutils-pseudoxml,python312Packages.myst-docutils
myst-docutils-latex,python312Packages.myst-docutils
myst-docutils-html5,python312Packages.myst-docutils
myst-docutils-html,python312Packages.myst-docutils
myst-docutils-demo,python312Packages.myst-docutils
myst-anchors,python312Packages.myst-docutils
ninebot-ble,python311Packages.ninebot-ble
protoc-gen-mypy_grpc,python312Packages.mypy-protobuf
protoc-gen-mypy,python312Packages.mypy-protobuf
jupyter-execute,jupyter
natsort,python312Packages.natsort
jupyter-nbconvert,python312Packages.nbconvert
jupyter-dejavu,jupyter
interpreter,open-interpreter
i,open-interpreter
jupyter-notebook,jupyter
cl_napalm_validate,napalm
cl_napalm_test,napalm
cl_napalm_configure,napalm
mystnb-to-jupyter,python312Packages.myst-nb
mystnb-quickstart,python312Packages.myst-nb
mystnb-docutils-xml,python312Packages.myst-nb
mystnb-docutils-pseudoxml,python312Packages.myst-nb
mystnb-docutils-latex,python312Packages.myst-nb
mystnb-docutils-html5,python312Packages.myst-nb
mystnb-docutils-html,python312Packages.myst-nb
mypy_boto3_builder,python312Packages.mypy-boto3-builder
stubtest,python312Packages.mypy
stubgen,python312Packages.mypy
mypyc,mypy
dmypy,mypy
mutagen-pony,python312Packages.mutagen
mutagen-inspect,python312Packages.mutagen
moggsplit,python311Packages.mutagen
mid3v2,python312Packages.mutagen
mid3iconv,python312Packages.mutagen
mid3cp,python312Packages.mutagen
mutag,python312Packages.mutag
mwdb,python312Packages.mwdblib
strip_staffline_symbols.py,python312Packages.muscima
infer_pitches.py,python312Packages.mung
get_images_from_muscima.py,python312Packages.muscima
baseline_process_symbols.py,python312Packages.mung
analyze_tracking_log.py,python312Packages.muscima
analyze_annotations.py,python312Packages.muscima
analyze_agreement.py,python312Packages.muscima
add_staffline_symbols.py,python312Packages.muscima
add_staff_relationships.py,python312Packages.mung
msldap-bloodhound,python311Packages.msldap
msldap,python312Packages.msldap
mss,python312Packages.mss
msg_parser,python312Packages.msg-parser
mqtt2influxdb,python312Packages.mqtt2influxdb
morfessor-train,python311Packages.morfessor
morfessor-segment,python311Packages.morfessor
morfessor-evaluate,python311Packages.morfessor
morfessor,python311Packages.morfessor
moto_server,python312Packages.moto
moto_proxy,python312Packages.moto
morecantile,python312Packages.morecantile
monitorcontrol,python312Packages.monitorcontrol
model-checker,python312Packages.model-checker
monai-deploy,python312Packages.monai-deploy
snippet_shell.py,python312Packages.mobly
sl4a_shell.py,python312Packages.mobly
mobiunpack,python312Packages.mobi
mpyq,python312Packages.mpyq
mspms,python312Packages.msprime
msp,python312Packages.msprime
mkdocs-linkcheck,python312Packages.mkdocs-linkcheck
mitmweb,mitmproxy
mitmdump,mitmproxy
mistletoe,python312Packages.mistletoe
minidump,python312Packages.minidump
minikerberos-kirbi2ccache,python312Packages.minikerberos
minikerberos-kerberoast,python312Packages.minikerberos
minikerberos-kerb23hashdecrypt,python312Packages.minikerberos
minikerberos-getTGT,python312Packages.minikerberos
minikerberos-getTGS,python312Packages.minikerberos
minikerberos-getS4U2self,python311Packages.minikerberos
minikerberos-getS4U2proxy,python312Packages.minikerberos
minikerberos-getNTPKInit,python311Packages.minikerberos
minikerberos-cve202233679,python312Packages.minikerberos
minikerberos-cve202233647,python312Packages.minikerberos
minikerberos-changepw,python312Packages.minikerberos
minikerberos-ccacheroast,python311Packages.minikerberos
minikerberos-ccacheedit,python312Packages.minikerberos
minikerberos-ccache2kirbi,python312Packages.minikerberos
minikerberos-asreproast,python311Packages.minikerberos
misaka,python312Packages.misaka
milc-color,python312Packages.milc
mido-serve,python312Packages.mido
mido-ports,python312Packages.mido
mido-play,python312Packages.mido
mido-connect,python312Packages.mido
midea-beautiful-air-cli,python311Packages.midea-beautiful-air
microdata,python312Packages.microdata
micloud,python312Packages.micloud
mezzanine-project,python312Packages.mezzanine
meteofrance-api,python312Packages.meteofrance-api
miauth,python312Packages.miauth
meshtastic,python312Packages.meshtastic
mesh-tunnel,python312Packages.meshtastic
meross_sniffer,python312Packages.meross-iot
meross_api_cli,python312Packages.meross-iot
meshio,python312Packages.meshio
meshcat-server,python312Packages.meshcat
mercantile,python312Packages.mercantile
mne,python312Packages.mne-python
mergedb,python312Packages.mergedb
merge3,python312Packages.merge3
mprof,python312Packages.memory-profiler
memestra-cache,python312Packages.memestra
memestra,python312Packages.memestra
mk_prepare_receptor.py,python312Packages.meeko
mk_prepare_ligand.py,python312Packages.meeko
mk_export.py,python312Packages.meeko
mediafire-dl,python312Packages.mediafire-dl
mecab-py-info,python312Packages.mecab-python3
mecab-py,python312Packages.mecab-python3
mdinspect,python312Packages.mdtraj
mdconvert,python312Packages.mdtraj
md_toc,python311Packages.md-toc
mike,python312Packages.mike
matplotx,python312Packages.matplotx
leanproject,mathlibtools
masky,python312Packages.masky
markdownify,python312Packages.markdownify
markdown-it,python312Packages.markdown-it-py
markdown2,python312Packages.markdown2
markdown_py,python312Packages.markdown
manuf,python312Packages.manuf
manhole-cli,python312Packages.manhole
mandown-gui,comic-mandown
mako-render,python312Packages.mako
maison,python312Packages.maison
lunar-find,python312Packages.lunarcalendar
lxmd,python312Packages.lxmf
lyrics,python312Packages.lyricwikia
mac_alias,python312Packages.mac-alias
mailparser,python312Packages.mail-parser
lupupy,python312Packages.lupupy
lsassy,python312Packages.lsassy
lpc_checksum,python312Packages.lpc-checksum
logster,python312Packages.logster
logilab-pytest,python312Packages.logilab-common
lnkparse,python312Packages.lnkparse3
manimce,manim
moo,python312Packages.manifestoo
manifestoo,python312Packages.manifestoo
livereload,python312Packages.livereload
